ID,T,tau,time,N_total,N_bulk,N_surface,Volume,R_min,R_max,R_diff,R_avg,R_std,R_skew,R_kurt,S_100,S_111,S_110,S_311,Curve_1-10,Curve_11-20,Curve_21-30,Curve_31-40,Curve_41-50,Curve_51-60,Curve_61-70,Curve_71-80,Curve_81-90,Curve_91-100,Curve_101-110,Curve_111-120,Curve_121-130,Curve_131-140,Curve_141-150,Curve_151-160,Curve_161-170,Curve_171-180,Avg_total,Avg_bulk,Avg_surf,TCN_0,TCN_1,TCN_2,TCN_3,TCN_4,TCN_5,TCN_6,TCN_7,TCN_8,TCN_9,TCN_10,TCN_11,TCN_12,TCN_13,TCN_14,TCN_15,TCN_16,TCN_17,TCN_18,TCN_19,TCN_20,BCN_0,BCN_1,BCN_2,BCN_3,BCN_4,BCN_5,BCN_6,BCN_7,BCN_8,BCN_9,BCN_10,BCN_11,BCN_12,BCN_13,BCN_14,BCN_15,BCN_16,BCN_17,BCN_18,BCN_19,BCN_20,SCN_0,SCN_1,SCN_2,SCN_3,SCN_4,SCN_5,SCN_6,SCN_7,SCN_8,SCN_9,SCN_10,SCN_11,SCN_12,SCN_13,SCN_14,SCN_15,SCN_16,SCN_17,SCN_18,SCN_19,SCN_20,Avg_bonds,Std_bonds,Max_bonds,Min_bonds,N_bonds,angle_avg,angle_std,FCC,HCP,ICOS,DECA,q6q6_avg_total,q6q6_avg_bulk,q6q6_avg_surf,q6q6_T0,q6q6_T1,q6q6_T2,q6q6_T3,q6q6_T4,q6q6_T5,q6q6_T6,q6q6_T7,q6q6_T8,q6q6_T9,q6q6_T10,q6q6_T11,q6q6_T12,q6q6_T13,q6q6_T14,q6q6_T15,q6q6_T16,q6q6_T17,q6q6_T18,q6q6_T19,q6q6_T20,q6q6_T20+,q6q6_B0,q6q6_B1,q6q6_B2,q6q6_B3,q6q6_B4,q6q6_B5,q6q6_B6,q6q6_B7,q6q6_B8,q6q6_B9,q6q6_B10,q6q6_B11,q6q6_B12,q6q6_B13,q6q6_B14,q6q6_B15,q6q6_B16,q6q6_B17,q6q6_B18,q6q6_B19,q6q6_B20,q6q6_B20+,q6q6_S0,q6q6_S1,q6q6_S2,q6q6_S3,q6q6_S4,q6q6_S5,q6q6_S6,q6q6_S7,q6q6_S8,q6q6_S9,q6q6_S10,q6q6_S11,q6q6_S12,q6q6_S13,q6q6_S14,q6q6_S15,q6q6_S16,q6q6_S17,q6q6_S18,q6q6_S19,q6q6_S20,q6q6_S20+,Total_E,Formation_E
1786,523,0,10,11608,9416,2192,1.97E-25,31.6441,39.5166,7.8725,35.1388,1.7694,0.2659,-0.6719,457,1269,49,59,1846,104,198,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3854,12.0421,8.5648,0,0,0,0,0,0,18,214,559,1314,87,6,9009,400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9009,400,1,0,0,0,0,0,0,0,0,0,0,0,0,18,214,559,1314,87,0,0,0,0,0,0,0,0,0,0,2.90568,0.16641,3.59934,2.33368,66081,96.8925,35.1093199,8016,0,0,0,11.3387,12.0346,8.3495,7,5,5,3,11,20,68,225,550,1229,74,54,8967,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,54,8967,390,0,0,0,0,0,0,0,0,7,5,5,3,11,20,68,225,550,1229,69,0,0,0,0,0,0,0,0,0,0,0,-43055.114,2332.166
1787,523,0,10,11634,9385,2249,1.97E-25,28.509,41.3114,12.8024,35.6345,3.4211,-0.3675,-1.1435,1060,234,107,53,1603,155,347,136,6,2,0,0,0,0,0,0,0,0,0,0,0,0,11.3091,12.0519,8.2094,0,0,0,0,1,13,85,203,1236,593,67,69,8858,506,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,8852,506,3,0,0,0,0,0,0,0,0,0,0,1,13,85,203,1236,593,66,46,6,0,0,0,0,0,0,0,0,2.90556,0.17071,3.59992,2.22254,65785,96.8316,35.01952086,7786,21,0,0,11.1081,12.0016,7.3797,55,49,34,30,42,52,119,262,1203,399,54,154,8753,428,0,0,0,0,0,0,0,0,0,0,2,4,1,3,4,3,14,17,26,130,8753,428,0,0,0,0,0,0,0,0,55,49,32,26,41,49,115,259,1189,382,28,24,0,0,0,0,0,0,0,0,0,0,-43013.54,2475.4
1788,523,0,10,11695,9233,2462,1.98E-25,31.4045,40.7755,9.371,35.0665,1.8032,0.9962,0.7283,18,52,416,115,101,220,1367,742,23,7,2,0,0,0,0,0,0,0,0,0,0,0,11.3125,12.0477,8.5556,0,0,0,0,0,10,415,487,255,438,351,537,8675,526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,8618,526,1,0,0,0,0,0,0,0,0,0,0,0,10,415,487,255,438,351,449,57,0,0,0,0,0,0,0,0,2.90585,0.17277,3.59977,2.28588,66150,96.8182,35.05739507,7499,13,0,0,11.0885,12.0155,7.6121,50,45,41,42,66,127,433,362,280,341,373,522,8555,457,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,10,30,202,8528,457,1,0,0,0,0,0,0,0,50,45,41,42,66,126,433,361,277,331,343,320,27,0,0,0,0,0,0,0,0,0,-43220.638,2506.812
1789,523,0,10,11718,9371,2347,1.98E-25,32.4499,38.8789,6.429,35.0985,1.2641,0.3688,-0.4347,9,168,136,506,192,636,1292,211,14,2,0,0,0,0,0,0,0,0,0,0,0,0,11.3535,12.0602,8.5317,0,0,0,0,0,15,128,727,311,254,722,211,8768,571,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8760,571,11,0,0,0,0,0,0,0,0,0,0,0,15,128,727,311,254,722,182,8,0,0,0,0,0,0,0,0,2.90662,0.17218,3.59987,2.27578,66520,96.8467,35.07886542,7704,0,0,0,11.2171,12.0419,7.9237,28,17,19,17,38,90,229,641,210,349,616,213,8723,519,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,108,8718,519,9,0,0,0,0,0,0,0,28,17,19,17,38,90,229,641,210,347,601,105,5,0,0,0,0,0,0,0,0,0,-43360.125,2457.255
1790,523,0,10,11726,9224,2502,1.99E-25,29.1775,49.4479,20.2704,35.7675,4.2342,0.7822,0.0502,0,2173,274,2,2176,31,144,147,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3896,12.0679,8.8889,0,0,0,0,0,6,3,175,120,1976,219,19,8585,604,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8585,604,19,0,0,0,0,0,0,0,0,0,0,0,6,3,175,120,1976,219,3,0,0,0,0,0,0,0,0,0,2.90594,0.16844,3.59993,2.33547,66777,96.8032,35.16394275,7660,0,0,0,11.3612,12.0637,8.7714,3,3,5,3,6,18,32,170,124,1946,194,30,8585,590,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,29,8585,590,17,0,0,0,0,0,0,0,3,3,5,3,6,18,32,170,124,1945,192,1,0,0,0,0,0,0,0,0,0,0,-43488.034,2360.626
1791,523,0,10,12194,9770,2424,2.06E-25,27.5496,46.0775,18.5279,36.6041,4.3493,0.0901,-0.8666,1068,97,160,18,1649,161,394,201,18,1,0,0,0,0,0,0,0,0,0,0,0,0,11.2985,12.0532,8.2566,0,0,0,0,0,11,117,180,1310,625,108,100,9208,514,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,9201,514,21,0,0,0,0,0,0,0,0,0,0,0,11,117,180,1310,625,106,68,7,0,0,0,0,0,0,0,0,2.90636,0.17333,3.59999,2.2579,68887,96.7755,35.00927734,7954,87,0,0,10.9741,11.9522,7.0318,84,52,68,66,67,89,180,293,1243,325,93,225,9011,390,8,0,0,0,0,0,0,0,9,1,3,3,3,3,12,14,19,40,58,198,9009,390,8,0,0,0,0,0,0,0,75,51,65,63,64,86,168,279,1224,285,35,27,2,0,0,0,0,0,0,0,0,0,-45049.545,2628.995
1792,523,0,10,12341,9167,3174,2.09E-25,23.5211,64.4184,40.8973,39.1748,9.6135,0.547,-0.384,0,2584,265,4,2544,228,194,189,19,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2757,12.0986,8.8992,0,0,0,0,0,1,18,208,224,2366,340,32,8253,877,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8249,877,20,2,0,0,0,0,0,0,0,0,0,0,1,18,208,224,2366,340,13,4,0,0,0,0,0,0,0,0,2.90474,0.17443,3.59985,2.2999,69577,96.5826,35.17038779,7148,70,0,0,11.1354,12.0429,8.5145,16,20,23,24,32,62,80,208,263,2196,319,88,8251,754,5,0,0,0,0,0,0,0,2,1,1,1,2,4,1,8,11,16,24,87,8250,754,5,0,0,0,0,0,0,0,14,19,22,23,30,58,79,200,252,2180,295,1,1,0,0,0,0,0,0,0,0,0,-45562.131,2691.179
1793,523,0,10,12431,10174,2257,2.10E-25,29.9964,43.0247,13.0282,36.1977,2.5492,-0.1445,-0.3785,931,722,17,126,1854,100,280,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3643,12.0425,8.3075,0,0,0,0,0,7,15,250,1050,881,50,12,9732,426,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9730,426,8,0,0,0,0,0,0,0,0,0,0,0,7,15,250,1050,881,50,2,2,0,0,0,0,0,0,0,0,2.90475,0.16559,3.59996,2.32276,70635,96.882,35.05528314,8745,0,0,0,11.3103,12.0317,8.058,8,6,10,10,12,24,64,286,1007,793,49,61,9687,406,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,58,9686,406,8,0,0,0,0,0,0,0,8,6,10,10,12,24,64,286,1004,790,39,3,1,0,0,0,0,0,0,0,0,0,-46079.186,2526.024
1794,523,0,10,12703,10096,2607,2.15E-25,32.4435,42.6761,10.2326,36.0679,1.8541,0.9452,0.4611,28,126,356,134,208,219,1404,740,23,10,3,0,0,0,0,0,0,0,0,0,0,0,11.3335,12.0407,8.5949,0,0,0,0,0,11,391,508,282,549,343,538,9589,488,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,9522,487,4,0,0,0,0,0,0,0,0,0,0,0,11,391,508,282,549,342,456,67,1,0,0,0,0,0,0,0,2.9056,0.17176,3.59984,2.29674,71985,96.845,35.0608439,8354,28,0,0,11.1046,12.0083,7.6049,66,44,50,41,56,116,446,359,341,446,351,510,9462,414,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,10,42,197,9429,413,1,0,0,0,0,0,0,0,66,44,50,41,55,116,446,359,338,436,309,313,33,1,0,0,0,0,0,0,0,0,-46991.97,2676.76
1795,523,0,10,12984,10105,2879,2.20E-25,31.7398,45.667,13.9271,36.3176,2.4508,0.6677,0.4034,0,261,1648,28,289,74,1303,1166,32,14,1,0,0,0,0,0,0,0,0,0,0,0,11.3443,12.0604,8.8308,0,0,0,0,0,23,142,882,378,310,179,960,9454,643,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,9390,643,13,0,0,0,0,0,0,0,0,0,0,0,23,142,882,378,310,179,901,64,0,0,0,0,0,0,0,0,2.90702,0.17172,3.5996,2.25014,73647,96.8427,35.06216132,8330,3,0,0,11.2249,12.0464,8.3414,22,23,27,26,35,86,210,848,244,295,265,888,9407,598,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,109,9371,598,10,0,0,0,0,0,0,0,22,23,27,26,35,86,210,848,243,291,253,779,36,0,0,0,0,0,0,0,0,0,-48047.682,2719.758
1796,523,0,10,13020,10489,2531,2.20E-25,33.7568,40.2901,6.5333,36.4153,1.2886,0.3661,-0.4669,34,163,194,438,224,642,1401,245,16,3,0,0,0,0,0,0,0,0,0,0,0,0,11.3687,12.0492,8.5484,0,0,0,0,0,18,166,713,387,284,714,262,9932,532,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,9908,530,11,1,0,0,0,0,0,0,0,0,0,0,18,166,713,387,284,714,223,24,2,0,0,0,0,0,0,0,2.90688,0.17074,3.59998,2.24785,74010,96.8512,35.09209111,8741,6,0,0,11.2058,12.0231,7.819,34,38,34,32,44,77,254,658,251,380,630,262,9851,465,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,10,23,133,9844,463,10,0,0,0,0,0,0,0,34,38,33,32,44,77,254,656,248,370,607,129,7,2,0,0,0,0,0,0,0,0,-48226.553,2681.647
1797,523,0,10,13131,10425,2706,2.22E-25,30.5724,51.0534,20.4809,37.201,4.382,0.7637,-0.0065,0,2367,283,0,2355,45,157,146,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4165,12.0725,8.8891,0,0,0,0,0,6,3,180,131,2162,224,8,9666,738,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9666,738,13,0,0,0,0,0,0,0,0,0,0,0,6,3,180,131,2162,224,0,0,0,0,0,0,0,0,0,0,2.90745,0.16865,3.59979,2.30932,74955,96.8175,35.16786024,8593,0,0,0,11.4039,12.0711,8.8333,1,1,0,3,3,17,21,174,133,2142,212,10,9674,727,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,9674,727,13,0,0,0,0,0,0,0,1,1,0,3,3,17,21,174,133,2142,211,0,0,0,0,0,0,0,0,0,0,0,-48729.233,2612.977
1798,523,0,10,13233,10821,2412,2.24E-25,33.0382,41.3485,8.3103,36.7455,1.8617,0.1,-0.7375,495,1474,70,92,2062,81,219,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4142,12.0441,8.5883,0,0,0,0,0,0,15,234,574,1499,86,16,10328,473,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10328,473,8,0,0,0,0,0,0,0,0,0,0,0,0,15,234,574,1499,86,4,0,0,0,0,0,0,0,0,0,2.906,0.16575,3.59937,2.33018,75522,96.8896,35.15728675,9190,0,0,0,11.3793,12.0384,8.4221,6,2,2,8,6,20,54,245,576,1418,78,44,10315,451,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43,10315,451,8,0,0,0,0,0,0,0,6,2,2,8,6,20,54,245,576,1418,74,1,0,0,0,0,0,0,0,0,0,0,-49131.721,2609.309
1799,523,0,10,13723,10956,2767,2.32E-25,33.3106,43.0455,9.7349,37.0733,1.953,1.0777,0.8458,19,118,399,148,178,257,1530,768,27,6,1,0,0,0,0,0,0,0,0,0,0,0,11.3445,12.0432,8.5779,0,0,0,0,0,14,427,542,323,533,346,603,10381,548,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,10315,548,6,0,0,0,0,0,0,0,0,0,0,0,14,427,542,323,533,346,516,66,0,0,0,0,0,0,0,0,2.90614,0.17035,3.59987,2.23892,77840,96.891,35.01510987,9178,13,0,0,11.1305,12.0102,7.6473,69,60,38,35,63,129,450,419,356,419,381,571,10269,461,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,11,39,200,10232,461,3,0,0,0,0,0,0,0,69,60,38,35,63,129,449,417,349,408,342,371,37,0,0,0,0,0,0,0,0,0,-50788.47,2868.46
1800,523,0,10,13804,11180,2624,2.34E-25,31.8109,43.3351,11.5242,37.3426,2.9912,-0.0062,-1.1585,188,2069,142,43,2282,89,162,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4267,12.0494,8.7736,0,0,0,0,0,0,8,223,273,1972,147,10,10617,547,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10617,547,7,0,0,0,0,0,0,0,0,0,0,0,0,8,223,273,1972,147,1,0,0,0,0,0,0,0,0,0,2.90719,0.16603,3.59973,2.3066,78867,96.9444,35.09253922,9458,0,0,0,11.3987,12.0449,8.6456,1,1,8,4,10,15,54,203,277,1930,124,35,10604,532,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,10604,532,6,0,0,0,0,0,0,0,1,1,8,4,10,15,54,203,277,1930,120,1,0,0,0,0,0,0,0,0,0,0,-51271.349,2702.291
1801,523,0.000025,1,1628,1039,589,2.76E-26,15.7478,19.6492,3.9014,17.5537,0.7119,0.0788,-0.3275,0,125,82,6,163,193,165,57,6,4,1,0,0,0,0,0,0,0,0,0,0,0,11.0663,12.4321,8.657,0,0,0,0,1,11,31,72,133,199,89,129,487,406,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,82,476,404,69,1,0,0,0,0,0,0,0,0,0,1,11,31,72,133,199,82,47,11,2,0,0,0,0,0,0,0,2.92894,0.23949,3.59993,2.30747,9008,95.6665,34.34507356,60,40,0,1,6.0061,7.1819,3.9321,175,126,101,118,114,126,106,135,124,134,87,90,137,43,12,0,0,0,0,0,0,0,63,59,54,61,60,65,60,86,85,92,75,88,136,43,12,0,0,0,0,0,0,0,112,67,47,57,54,61,46,49,39,42,12,2,1,0,0,0,0,0,0,0,0,0,-5965.0698,400.4102
1802,523,0.000025,2,1679,1063,616,2.84E-26,15.5831,23.1614,7.5783,17.7844,0.9127,1.1055,3.8807,2,117,72,8,155,171,182,85,10,7,6,0,0,0,0,0,0,0,0,0,0,0,11.0208,12.461,8.5357,0,2,2,3,6,14,38,77,125,176,122,133,464,447,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,91,451,447,68,2,0,0,0,0,0,0,2,2,3,6,14,38,77,125,176,118,42,13,0,0,0,0,0,0,0,0,2.93405,0.24909,3.59994,1.95312,9252,95.5477,34.39617602,63,21,0,0,5.408,6.6557,3.2549,254,173,122,117,115,109,114,108,101,123,78,75,128,57,5,0,0,0,0,0,0,0,89,77,65,69,74,64,73,70,70,82,67,74,127,57,5,0,0,0,0,0,0,0,165,96,57,48,41,45,41,38,31,41,11,1,1,0,0,0,0,0,0,0,0,0,-6118.9461,445.9439
1803,523,0.000025,3,4636,3358,1278,7.85E-26,20.9081,34.4267,13.5185,25.4718,1.3856,1.0191,5.3471,4,176,153,32,295,204,487,217,47,20,7,1,0,0,0,0,0,0,0,0,0,0,11.2739,12.3014,8.5743,0,3,3,8,7,29,99,184,226,333,221,267,2215,930,109,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,129,2183,929,109,2,0,0,0,0,0,0,3,3,8,7,29,99,184,226,333,215,138,32,1,0,0,0,0,0,0,0,2.92513,0.21715,3.59982,1.73025,26133,96.2487,34.72642003,1149,239,0,5,9.8732,11.4226,5.802,131,83,73,91,103,125,192,224,248,273,228,347,1828,621,69,0,0,0,0,0,0,0,9,12,12,15,30,20,41,60,100,95,142,308,1824,621,69,0,0,0,0,0,0,0,122,71,61,76,73,105,151,164,148,178,86,39,4,0,0,0,0,0,0,0,0,0,-17206.664,920.096
1804,523,0.000025,4,7287,5437,1850,1.23E-25,23.1821,37.7831,14.601,29.899,2.1946,0.1846,0.2778,16,188,266,24,352,320,718,374,57,24,4,1,0,0,0,0,0,0,0,0,0,0,11.405,12.3495,8.6292,0,1,0,4,13,35,157,256,360,445,334,408,3412,1593,267,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,202,3362,1590,267,2,0,0,0,0,0,0,1,0,4,13,35,157,256,360,445,320,206,50,3,0,0,0,0,0,0,0,2.9297,0.2212,3.59999,2.11953,41554,96.1321,34.79605509,1605,416,0,12,9.8356,11.4262,5.1611,283,150,142,141,171,207,250,266,355,381,351,552,2793,1063,182,0,0,0,0,0,0,0,29,19,34,23,40,34,49,87,160,164,256,511,2787,1062,182,0,0,0,0,0,0,0,254,131,108,118,131,173,201,179,195,217,95,41,6,1,0,0,0,0,0,0,0,0,-27109.556,1382.614
1805,523,0.000025,5,10829,8457,2372,1.83E-25,26.2673,39.3359,13.0686,34.2012,1.9003,-0.4479,0.2131,17,213,263,46,459,403,885,476,114,28,7,0,0,0,0,0,0,0,0,0,0,0,11.4696,12.2734,8.6037,0,5,4,5,11,61,175,345,461,567,448,559,5812,2069,304,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,298,5752,2066,304,3,0,0,0,0,0,0,5,4,5,11,61,175,345,461,562,419,261,60,3,0,0,0,0,0,0,0,2.92712,0.21175,3.59999,1.8629,62102,96.4075,34.73307996,2903,979,0,16,10.1276,11.494,5.2559,324,180,180,214,226,277,323,357,472,537,456,698,4912,1449,224,0,0,0,0,0,0,0,23,24,35,45,51,78,73,109,226,257,312,644,4908,1448,224,0,0,0,0,0,0,0,301,156,145,169,175,199,250,248,246,280,144,54,4,1,0,0,0,0,0,0,0,0,-40478.559,1862.831
1806,523,0.000025,6,13372,10761,2611,2.26E-25,32.5202,41.7032,9.1831,36.7268,1.1324,0.4064,1.1754,23,355,377,64,564,389,1090,505,57,3,2,1,0,0,0,0,0,0,0,0,0,0,11.4928,12.1703,8.7005,0,0,0,0,2,29,233,410,459,633,449,575,8639,1793,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,235,8572,1792,150,0,0,0,0,0,0,0,0,0,0,2,29,233,410,459,633,437,340,67,1,0,0,0,0,0,0,0,2.91909,0.19315,3.59985,2.18405,76841,96.5144,34.88998413,5275,1394,0,32,10.6237,11.6036,6.5852,210,112,133,115,183,227,354,494,606,602,512,782,7740,1208,94,0,0,0,0,0,0,0,31,22,48,36,36,48,64,86,258,194,274,643,7720,1207,94,0,0,0,0,0,0,0,179,90,85,79,147,179,290,408,348,408,238,139,20,1,0,0,0,0,0,0,0,0,-50315.815,1968.705
1807,523,0.000025,7,13902,11232,2670,2.35E-25,34.1901,41.847,7.6569,37.2156,1.0608,0.7006,1.2302,32,366,404,92,560,419,1135,497,52,5,2,0,0,0,0,0,0,0,0,0,0,0,11.4454,12.1041,8.6745,0,0,0,0,2,30,234,457,440,658,449,564,9725,1285,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,210,9668,1285,58,0,0,0,0,0,0,0,0,0,0,2,30,234,457,440,658,438,354,57,0,0,0,0,0,0,0,0,2.91381,0.18414,3.59999,2.19035,79557,96.667,34.78978745,6169,1632,0,43,10.6285,11.5512,6.7472,138,130,140,120,212,230,406,451,658,633,510,742,8763,748,21,0,0,0,0,0,0,0,23,31,53,32,55,47,65,68,313,170,279,577,8750,748,21,0,0,0,0,0,0,0,115,99,87,88,157,183,341,383,345,463,231,165,13,0,0,0,0,0,0,0,0,0,-52378.374,1978.446
1808,523,0.000025,8,14073,11378,2695,2.38E-25,34.4014,41.9235,7.5221,37.3601,1.0328,0.7191,1.1975,40,405,411,103,598,401,1144,492,53,7,0,0,0,0,0,0,0,0,0,0,0,0,11.4452,12.1006,8.6779,0,0,0,0,0,23,217,467,479,670,442,550,9926,1248,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,199,9880,1246,51,0,0,0,0,0,0,0,0,0,0,0,23,217,467,479,670,440,351,46,2,0,0,0,0,0,0,0,2.91282,0.1817,3.59998,2.24611,80534,96.6534,34.85024058,6434,1651,0,36,10.6979,11.596,6.9065,130,102,133,124,156,246,380,481,656,667,472,731,9045,741,9,0,0,0,0,0,0,0,28,20,42,40,37,41,50,73,297,198,224,542,9036,741,9,0,0,0,0,0,0,0,102,82,91,84,119,205,330,408,359,469,248,189,9,0,0,0,0,0,0,0,0,0,-53056.001,1969.429
1809,523,0.000025,9,14166,11457,2709,2.40E-25,34.377,41.8173,7.4403,37.4476,0.9971,0.6495,1.0246,26,381,441,111,571,401,1166,514,47,8,2,0,0,0,0,0,0,0,0,0,0,0,11.4525,12.1055,8.6907,0,0,0,0,0,27,232,467,461,656,438,543,10003,1287,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,174,9940,1287,52,0,0,0,0,0,0,0,0,0,0,0,27,232,467,461,656,434,369,63,0,0,0,0,0,0,0,0,2.91404,0.18353,3.59999,2.2343,81118,96.685,34.77406181,6363,1671,0,46,10.7135,11.5825,7.0384,81,99,133,150,166,229,402,512,638,694,484,760,9050,754,14,0,0,0,0,0,0,0,11,19,55,43,45,50,71,75,300,180,231,574,9035,754,14,0,0,0,0,0,0,0,70,80,78,107,121,179,331,437,338,514,253,186,15,0,0,0,0,0,0,0,0,0,-53394.135,1994.925
1810,523,0.000025,10,14221,11498,2723,2.41E-25,35.0355,41.753,6.7175,37.4747,0.9988,0.7163,1.0638,25,367,442,103,578,385,1203,500,51,5,1,0,0,0,0,0,0,0,0,0,0,0,11.4445,12.0965,8.6911,0,0,0,0,0,27,233,468,471,652,431,592,10067,1240,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,203,10011,1240,39,1,0,0,0,0,0,0,0,0,0,0,27,233,468,471,652,427,389,56,0,0,0,0,0,0,0,0,2.91221,0.18268,3.59991,2.25559,81376,96.6781,34.84550015,6407,1706,0,44,10.7037,11.5993,6.9221,130,103,128,136,172,217,398,483,615,684,529,739,9131,742,14,0,0,0,0,0,0,0,15,30,51,41,32,34,64,77,266,190,272,547,9123,742,14,0,0,0,0,0,0,0,115,73,77,95,140,183,334,406,349,494,257,192,8,0,0,0,0,0,0,0,0,0,-53602.15,2001.96
1811,523,0.00005,1,1539,970,569,2.61E-26,15.0636,19.2818,4.2182,17.1811,0.711,-0.0848,-0.0372,0,81,80,5,111,221,171,59,6,1,0,0,0,0,0,0,0,0,0,0,0,0,11.0617,12.4443,8.7047,0,0,0,0,0,2,33,75,141,166,98,132,440,374,75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,89,424,373,75,3,0,0,0,0,0,0,0,0,0,0,2,33,75,141,166,92,43,16,1,0,0,0,0,0,0,0,2.92986,0.24577,3.59983,1.8139,8512,95.4978,34.25766768,33,25,0,1,3.7921,4.667,2.3005,348,264,161,121,100,91,83,63,67,75,43,44,60,18,1,0,0,0,0,0,0,0,175,145,83,71,58,67,47,48,52,60,41,44,60,18,1,0,0,0,0,0,0,0,173,119,78,50,42,24,36,15,15,15,2,0,0,0,0,0,0,0,0,0,0,0,-5624.9935,392.4965
1812,523,0.00005,2,1564,984,580,2.65E-26,14.9554,22.3249,7.3695,17.3419,0.8142,0.6852,2.8775,0,52,62,5,114,199,174,73,12,8,0,0,0,0,0,0,0,0,0,0,0,0,10.991,12.4289,8.5517,0,0,2,1,6,6,42,71,143,150,109,144,446,358,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,101,436,357,84,2,0,0,0,0,0,0,0,2,1,6,6,42,71,143,150,105,43,10,1,0,0,0,0,0,0,0,2.93563,0.25186,3.59995,1.66785,8595,95.39,34.33233024,31,29,0,1,3.5754,4.5762,1.8776,429,253,152,111,100,84,81,68,60,57,41,44,63,17,4,0,0,0,0,0,0,0,200,136,83,73,54,65,56,50,50,51,39,43,63,17,4,0,0,0,0,0,0,0,229,117,69,38,46,19,25,18,10,6,2,1,0,0,0,0,0,0,0,0,0,0,-5698.0077,417.2323
1813,523,0.00005,3,4334,3085,1249,7.34E-26,19.7689,32.4673,12.6984,24.8449,1.5931,-0.0189,0.4236,15,91,132,31,209,177,514,259,67,18,5,0,0,0,0,0,0,0,0,0,0,0,11.0678,12.117,8.4764,0,1,2,3,5,28,137,203,220,275,223,223,2580,405,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,93,2554,404,27,2,0,0,0,0,0,0,1,2,3,5,28,137,203,220,275,218,130,26,1,0,0,0,0,0,0,0,2.90963,0.1967,3.59997,1.873,23984,96.3499,34.61098771,1383,573,0,25,9.3941,10.9806,5.4756,144,95,106,95,132,132,182,226,304,232,206,262,2041,172,5,0,0,0,0,0,0,0,8,21,35,29,28,20,40,59,175,102,129,226,2036,172,5,0,0,0,0,0,0,0,136,74,71,66,104,112,142,167,129,130,77,36,5,0,0,0,0,0,0,0,0,0,-16092.219,853.721
